volume,year,pages_start,pages_end,pdf_url,title,authors_raw,doi,doi_url,source_text
42,2026,1,42,https://fs.unm.edu/NCML/1-1-42EnhancedConceptsMethodsRepresentingRealLife.pdf,Enhanced Concepts and Methods for Representing Real-Life Logical Correctness in Fuzzy Frameworks,"Takaaki Fujita, Volkan Duran, Ajoy Kanti Das, Suman Das, Arif Mehmood, Talal Al-Hawary, Arkan A. Ghaib, Sankar Prasad Mondal, Mithun Datta",10.5281/zenodo.18215326,https://doi.org/10.5281/zenodo.18215326,"Takaaki Fujita, Volkan Duran, Ajoy Kanti Das, Suman Das, Arif Mehmood, Talal Al-Hawary, Arkan A. Ghaib, Sankar Prasad Mondal, Mithun Datta: Enhanced Concepts and Methods for Representing Real-Life Logical Correctness in Fuzzy Frameworks, Neutrosophic Computing and Machine Learning, Vol. 42, 1-42, 2026. DOI: https://doi.org/10.5281/zenodo.18215326"
42,2026,43,52,https://fs.unm.edu/NCML/2-43-52SistemaIOTBasadoTecnicasVisionArtificial.pdf,Sistema IOT Basado En Técnicas De Visión Artificial Para La Prevención De Accidentes En Piscinas,"Freddy Rodrigo Puedma Acaro, Roberto Felipe Chuchimbe Proaño",10.5281/zenodo.18217066,https://doi.org/10.5281/zenodo.18217066,"Freddy Rodrigo Puedma Acaro, Roberto Felipe Chuchimbe Proaño: Sistema IOT Basado En Técnicas De Visión Artificial Para La Prevención De Accidentes En Piscinas, Neutrosophic Computing and Machine Learning, Vol. 42, 43-52, 2026. DOI: https://doi.org/10.5281/zenodo.18217066"
42,2026,53,64,https://fs.unm.edu/NCML/3-53-64SistemaSeleccionEstrategiasRecuperacion.pdf,Sistema de Selección de Estrategias de Recuperación ante Desastres (SS‑ERD): AHP-TOPSIS y SVNS con Cadena de Expertos para Continuidad del Negocio,"Maico Alexander Almeida Almeida, Laura Eledina Gutierrez Merchan",10.5281/zenodo.18227662,https://doi.org/10.5281/zenodo.18227662,"Maico Alexander Almeida Almeida, Laura Eledina Gutierrez Merchan: Sistema de Selección de Estrategias de Recuperación ante Desastres (SS‑ERD): AHP-TOPSIS y SVNS con Cadena de Expertos para Continuidad del Negocio, Neutrosophic Computing and Machine Learning, Vol. 42, 53-64, 2026. DOI: https://doi.org/10.5281/zenodo.18227662"
42,2026,65,87,https://fs.unm.edu/NCML/4-65-87MultiTreeSoftPseudoTreeSoftHyperTreeSoft.pdf,"MultiTree-Soft, PseudoTree-Soft Set, HyperTree-Soft, and Tree-to-Tree-Soft Set","Takaaki Fujita, Arif Mehmood, Ajoy Kanti Das, Suman Das, Volkan Duran, Arkan A. Ghaib, Talal Al-Hawary",10.5281/zenodo.18227671,https://doi.org/10.5281/zenodo.18227671,"Takaaki Fujita, Arif Mehmood, Ajoy Kanti Das, Suman Das, Volkan Duran, Arkan A. Ghaib, Talal Al-Hawary: MultiTree-Soft, PseudoTree-Soft Set, HyperTree-Soft, and Tree-to-Tree-Soft Set, Neutrosophic Computing and Machine Learning, Vol. 42, 65-87, 2026. DOI: https://doi.org/10.5281/zenodo.18227671"
42,2026,88,97,https://fs.unm.edu/NCML/5-88-97AnalisisNeutrosoficoFuzzySetQCA.pdf,Análisis Neutrosófico Fuzzy-Set QCA del Impacto de la Inteligencia Artificial Generativa en el Desempeño Académico de Estudiantes de Programación: Una Perspectiva Epistémica Basada en Datos,"Josué Abraham Guillén Bobadilla, Maikel Yelandy Leyva Vázquez",10.5281/zenodo.18276658,https://doi.org/10.5281/zenodo.18276658,"Josué Abraham Guillén Bobadilla, Maikel Yelandy Leyva Vázquez: Análisis Neutrosófico Fuzzy-Set QCA del Impacto de la Inteligencia Artificial Generativa en el Desempeño Académico de Estudiantes de Programación: Una Perspectiva Epistémica Basada en Datos, Neutrosophic Computing and Machine Learning, Vol. 42, 88-97, 2026. DOI: https://doi.org/10.5281/zenodo.18276658"
42,2026,98,107,https://fs.unm.edu/NCML/6-98-107AnalisisPredictivo%20SalariosDesarrolladoresLatinoamericanos.pdf,Análisis predictivo de salarios de desarrolladores latinoamericanos con encuesta Stack Overflow 2025,"Jonathan Kenny Vera Macias, Miguel Angel Quiroz Martinez, Dayron Rumbaut Rangel",10.5281/zenodo.18276679,https://doi.org/10.5281/zenodo.18276679,"Jonathan Kenny Vera Macias, Miguel Angel Quiroz Martinez, Dayron Rumbaut Rangel: Análisis predictivo de salarios de desarrolladores latinoamericanos con encuesta Stack Overflow 2025, Neutrosophic Computing and Machine Learning, Vol. 42, 98-107, 2026. DOI: https://doi.org/10.5281/zenodo.18276679"
42,2026,108,127,https://fs.unm.edu/NCML/7-108-127InteligenciaNegociosOptimizarDesempenoAsesores.pdf,Inteligencia de negocios para optimizar el desempeño de asesores educativos en educación superior privada,"Fernando Eduardo Alvarado Véliz, Johanna Irene Escobar Jara, Dayron Rumbaut Rangel",10.5281/zenodo.18276695,https://doi.org/10.5281/zenodo.18276695,"Fernando Eduardo Alvarado Véliz, Johanna Irene Escobar Jara, Dayron Rumbaut Rangel: Inteligencia de negocios para optimizar el desempeño de asesores educativos en educación superior privada, Neutrosophic Computing and Machine Learning, Vol. 42, 108-127, 2026. DOI: https://doi.org/10.5281/zenodo.18276695"
42,2026,128,156,https://fs.unm.edu/NCML/8-128-156FrameworkNeutrosoficoNAHPNTOPSIS.pdf,"Framework Neutrosófico N-AHP-N-TOPSIS asistido por LLMs para la Selección de Plataformas Cloud y Prácticas DevOps en Aseguradoras del Ecuador: Modelo, Caso de Estudio, Sensibilidad y Reproducibilidad",Bradley Corro,10.5281/zenodo.18294361,https://doi.org/10.5281/zenodo.18294361,"Bradley Corro: Framework Neutrosófico N-AHP-N-TOPSIS asistido por LLMs para la Selección de Plataformas Cloud y Prácticas DevOps en Aseguradoras del Ecuador: Modelo, Caso de Estudio, Sensibilidad y Reproducibilidad, Neutrosophic Computing and Machine Learning, Vol. 42, 128-156, 2026. DOI: https://doi.org/10.5281/zenodo.18294361"
42,2026,157,166,https://fs.unm.edu/NCML/9-157-166SeleccionNeutrosofica%20AHPTOPSISProveedores.pdf,Selección Neutrosófica AHP-TOPSIS de Proveedores Tecnológicos en Seguridad Informática para una Institución Financiera,Juan José Calle De La A,10.5281/zenodo.18294378,https://doi.org/10.5281/zenodo.18294378,"Juan José Calle De La A: Selección Neutrosófica AHP-TOPSIS de Proveedores Tecnológicos en Seguridad Informática para una Institución Financiera, Neutrosophic Computing and Machine Learning, Vol. 42, 157-166, 2026. DOI: https://doi.org/10.5281/zenodo.18294378"
42,2026,167,177,https://fs.unm.edu/NCML/10-167-177NeutrosophicAnalysisCompetingHypotheses.pdf,Neutrosophic Analysis of Competing Hypotheses (NACH): A Novel Framework for Complex Causal Modeling with Applications to Climate Change and Urban Violence,"Maikel Y. Leyva, Florentin Smarandache",10.5281/zenodo.18307265,https://doi.org/10.5281/zenodo.18307265,"Maikel Y. Leyva, Florentin Smarandache: Neutrosophic Analysis of Competing Hypotheses (NACH): A Novel Framework for Complex Causal Modeling with Applications to Climate Change and Urban Violence, Neutrosophic Computing and Machine Learning, Vol. 42, 167-177, 2026. DOI: https://doi.org/10.5281/zenodo.18307265"
42,2026,178,204,https://fs.unm.edu/NCML/11-178-204InteligenciaArtificialHerramientaTecnodidactica.pdf,La inteligencia artificial como herramienta tecnodidáctica para mejorar la producción de textos escritos en los estudiantes de octavo año de básica superior,"Checa Infante Evelyn Esthefani, Pomaina Guamán María Alejandra, Roger Martínez Isaac",10.5281/zenodo.18330231,https://doi.org/10.5281/zenodo.18330231,"Checa Infante Evelyn Esthefani, Pomaina Guamán María Alejandra, Roger Martínez Isaac: La inteligencia artificial como herramienta tecnodidáctica para mejorar la producción de textos escritos en los estudiantes de octavo año de básica superior, Neutrosophic Computing and Machine Learning, Vol. 42, 178-204, 2026. DOI: https://doi.org/10.5281/zenodo.18330231"
42,2026,205,217,https://fs.unm.edu/NCML/12-205-217ModeloPredictivo%20NeutrosoficoLogistico.pdf,Modelo Predictivo Neutrosófico-Logístico para la Identificación de Alteraciones Visuales optométricas en Contextos de Alta Incertidumbre Clínica,"Yismandry Gonzalez Vargas, Diana Padrón Carrasco",10.5281/zenodo.18331786,https://doi.org/10.5281/zenodo.18331786,"Yismandry Gonzalez Vargas, Diana Padrón Carrasco: Modelo Predictivo Neutrosófico-Logístico para la Identificación de Alteraciones Visuales optométricas en Contextos de Alta Incertidumbre Clínica, Neutrosophic Computing and Machine Learning, Vol. 42, 205-217, 2026. DOI: https://doi.org/10.5281/zenodo.18331786"
42,2026,218,241,https://fs.unm.edu/NCML/13-218-241CurvasSuperficiesGeometrias%20Smarandache.pdf,"Las curvas, superficies y geometrías de Smarandache como marcos en geometría diferencial y matemáticas fundamentales",Maykel Yelandy Leyva Vázquez,10.5281/zenodo.18344126,https://doi.org/10.5281/zenodo.18344126,"Maykel Yelandy Leyva Vázquez: Las curvas, superficies y geometrías de Smarandache como marcos en geometría diferencial y matemáticas fundamentales, Neutrosophic Computing and Machine Learning, Vol. 42, 218-241, 2026. DOI: https://doi.org/10.5281/zenodo.18344126"
42,2026,242,245,https://fs.unm.edu/NCML/14-242-245FrameworkNeutrosoficoAHPTOPSIS%20TransformacionDigital.pdf,Framework Neutrosófico AHP-TOPSIS asistido por una Cadena de Expertos para la toma de decisiones estratégicas de Transformación Digital en Instituciones de Educación Superior,Guillermo Fernando Barreto Aimacaña,10.5281/zenodo.18354703,https://doi.org/10.5281/zenodo.18354703,"Guillermo Fernando Barreto Aimacaña: Framework Neutrosófico AHP-TOPSIS asistido por una Cadena de Expertos para la toma de decisiones estratégicas de Transformación Digital en Instituciones de Educación Superior, Neutrosophic Computing and Machine Learning, Vol. 42, 242-245, 2026. DOI: https://doi.org/10.5281/zenodo.18354703"
42,2026,246,258,https://fs.unm.edu/NCML/15-246-258DeteccionPrevencionVinculosIndebidesProveedores.pdf,Detección Y Prevención De Vínculos Indebidos Entre Proveedores Y Funcionarios Evaluadores En Los Procesos De Contratación Pública Del Ecuador,"Castro Barrera Jean Carlos, Ramírez Lara Alexis Adrián, Glen Freddy Robayo Cabrera, Willian Paul Aviles Quiñonez",10.5281/zenodo.18905639,https://doi.org/10.5281/zenodo.18905639,"Castro Barrera Jean Carlos, Ramírez Lara Alexis Adrián, Glen Freddy Robayo Cabrera, Willian Paul Aviles Quiñonez: Detección Y Prevención De Vínculos Indebidos Entre Proveedores Y Funcionarios Evaluadores En Los Procesos De Contratación Pública Del Ecuador, Neutrosophic Computing and Machine Learning, Vol. 42, 246-258, 2026. DOI: https://doi.org/10.5281/zenodo.18905639"
42,2026,259,268,https://fs.unm.edu/NCML/16-259-268ArquitecturaInstitucionalOptimizarPlanificacion.pdf,Arquitectura institucional para optimizar planificación de adquisiciones públicas en el GAD Salcedo,"Jenny Natalia Cortez Gavilanez, Jose Leonidas Changoluisa Changoluisa, Willian Paul Aviles Quiñonez, Noel Batista Hernandez",10.5281/zenodo.18932284,https://doi.org/10.5281/zenodo.18932284,"Jenny Natalia Cortez Gavilanez, Jose Leonidas Changoluisa Changoluisa, Willian Paul Aviles Quiñonez, Noel Batista Hernandez: Arquitectura institucional para optimizar planificación de adquisiciones públicas en el GAD Salcedo, Neutrosophic Computing and Machine Learning, Vol. 42, 259-268, 2026. DOI: https://doi.org/10.5281/zenodo.18932284"
42,2026,269,281,https://fs.unm.edu/NCML/17-269-281EvaluacionEficienciaPlanAnualContratacion.pdf,"Evaluación de la eficiencia del Plan Anual de Contratación en el Gobierno Autónomo Descentralizado de Salcedo, Cotopaxi","Javier Antonio Rubio Toaza, Andrea Lizeth Corrales Molina, Willian Paul Aviles Quiñonez, Noel Batista Hernandez",10.5281/zenodo.18932300,https://doi.org/10.5281/zenodo.18932300,"Javier Antonio Rubio Toaza, Andrea Lizeth Corrales Molina, Willian Paul Aviles Quiñonez, Noel Batista Hernandez: Evaluación de la eficiencia del Plan Anual de Contratación en el Gobierno Autónomo Descentralizado de Salcedo, Cotopaxi, Neutrosophic Computing and Machine Learning, Vol. 42, 269-281, 2026. DOI: https://doi.org/10.5281/zenodo.18932300"
42,2026,282,296,https://fs.unm.edu/NCML/18-282-296ImpactoAgentesInteligenciaArtificialAplicaciones.pdf,Impacto de los Agentes de Inteligencia Artificial en las Aplicaciones del Siglo XXI y su Influencia en el Desempeño y la Utilidad,"Dalton Andrés Pazmiño Pérez, Christian Miguel Muñoz Carrasco",10.5281/zenodo.18932322,https://doi.org/10.5281/zenodo.18932322,"Dalton Andrés Pazmiño Pérez, Christian Miguel Muñoz Carrasco: Impacto de los Agentes de Inteligencia Artificial en las Aplicaciones del Siglo XXI y su Influencia en el Desempeño y la Utilidad, Neutrosophic Computing and Machine Learning, Vol. 42, 282-296, 2026. DOI: https://doi.org/10.5281/zenodo.18932322"
42,2026,297,314,https://fs.unm.edu/NCML/19-297-314AnalisisViabilidadFinancieraProyectosInnovadores.pdf,"Análisis de viabilidad financiera de proyectos innovadores de diversificación productiva en comunidades rurales de Jipijapa, Manabí, mediante NAHP","Cruz Veronica Ponce Alvarez, Mora Pin Marcela Elizabeth",10.5281/zenodo.18905720,https://doi.org/10.5281/zenodo.18905720,"Cruz Veronica Ponce Alvarez, Mora Pin Marcela Elizabeth: Análisis de viabilidad financiera de proyectos innovadores de diversificación productiva en comunidades rurales de Jipijapa, Manabí, mediante NAHP, Neutrosophic Computing and Machine Learning, Vol. 42, 297-314, 2026. DOI: https://doi.org/10.5281/zenodo.18905720"
