cluster_id,name_canonical,articles,orcid,institutions,countries,name_variants,first_year,last_year
604,Karla Estefanía Maigua Colcha,2,,,,Karla Estefanía Maigua Colcha,2024,2024
608,Guido Javier Silva Andrade,2,,,,Guido Javier Silva Andrade,2024,2025
610,Stalin Daniel Cují León,2,,,,Stalin Daniel Cuji Leon ;; Stalin Daniel Cují León,2024,2024
579,Mario Andrés Fuertes Paguay,2,,,,Mario Andrés Fuertes Paguay,2024,2025
313,Esther de los Dolores Jiménez Andrade,2,,,,Esther de los Dolores Jiménez Andrade,2025,2025
1307,"Ventura, Ricardo Walfrido Proenza",2,,,,"Ventura, Ricardo Walfrido Proenza",2019,2019
1309,"González, Amalia Hernández",2,,,,"González, Amalia Hernández",2019,2019
590,Ingrid Joselyne Díaz Basurto,2,,,,Ingrid Joselyne Díaz Basurto,2024,2024
50,"Gómez-Ríos, Monica",2,,Politecnica Salesiana University,EC,"Gómez-Ríos, Monica ;; Gómez-Ríos, Mónica",2025,2025
1228,Karina Machín Hernández,2,,,,"Hernández, Karina Machín ;; Karina Machín Hernández",2020,2020
1328,Christian Torres Sarango,2,,Politecnica Salesiana University,EC,Christian Torres Sarango,2018,2019
836,Andreina José Astudillo Carruyo,2,,,,Andreina José Astudillo Carruyo,2023,2024
577,John Sebastián Carvajal Gavilanes,2,,,,John Sebastián Carvajal Gavilanes,2024,2024
578,Karen Gabriela Sulca Espín,2,,,,Karen Gabriela Sulca Espín,2024,2024
551,Jonathan Armando Yanza Freire,2,,,,Jonathan Armando Yanza Freire,2024,2024
552,Deysi Paulina Paredes Cabezas,2,,,,Deysi Paulina Paredes Cabezas,2024,2024
1156,Roxana Hechavarría Torres,2,,University of Holguín,CU,Roxana Hechavarría Torres,2021,2021
1157,Yordanka Infante Sánchez,2,,University of Holguín,CU,Yordanka Infante Sánchez,2021,2021
1158,María Leonor Atiencie Gutiérrez,2,,,,"Gutiérrez, María Leonor Atiencie ;; María Leonor Atiencie Gutiérrez",2021,2025
562,Dayana Estefanía Chuga Hualca,2,,,,Dayana Estefanía Chuga Hualca,2024,2024
1141,Myrian Paulina Barreno Sánchez,2,0009-0003-0554-0735,,,Myrian Paulina Barreno Sánchez ;; Myrian Paulina Barreno-Sánchez,2021,2025
532,Gerardo Ramos Serpa,2,,,,Gerardo Ramos Serpa,2024,2024
327,Pamela Alejandra Paredes Carvajal,2,,,,Pamela Alejandra Paredes Carvajal,2025,2025
334,Juan Alejandro Coloma Armijos,2,,,,Juan Alejandro Coloma Armijos,2025,2025
851,Lorena Elizabeth Iza Vargas,2,,,,Lorena Elizabeth Iza Vargas,2023,2023
828,Juan Orlando Jácome Cordones,2,,,,Juan Orlando Jácome Cordones,2023,2024
878,Alexandra Patricia Abata Erazo,2,,,,Alexandra Patricia Abata Erazo,2023,2023
543,Gilary Mayumi Imbacuan Ayala,2,,,,Gilary Mayumi Imbacuan Ayala,2024,2025
755,Manuel Fernando Jaramillo Burgos,2,,,,Manuel Fernando Jaramillo Burgos,2023,2023
517,Stefany Lizbeth Ocaña Lliguin,2,,,,Stefany Lizbeth Ocaña Lliguin ;; Stefany Lizbeth Ocaña Lligüin,2024,2024
519,Daniela Alejandra León  Yánez,2,,,,Daniela Alejandra León  Yánez ;; Daniela Alejandra León Yánez,2024,2025
521,Kevin Alexander Samaniego Macas,2,,,,Kevin Alexander  Samaniego Macas ;; Kevin Alexander Samaniego Macas,2024,2024
522,Jackeline del Cisne Llanga Córdova,2,,,,Jackeline Del Cisne Llanga Córdova ;; Jackeline del Cisne Llanga Córdova,2024,2025
527,Gabriela Fernanda Fajardo Pincay,2,,,,Gabriela Fernanda Fajardo Pincay,2024,2025
1110,Jorge Abelardo Ortiz Miranda,2,,,,Jorge Abelardo Ortiz Miranda,2022,2024
500,Franklin Gerardo Naranjo Armijo,2,,,,Franklin Gerardo Naranjo Armijo,2024,2025
343,José Milton Jiménez Montenegro,2,,,,José Milton Jiménez Montenegro,2025,2025
59,"Gonzalez Vargas, Msc. Yismandry",2,,Latin American School of Medicine|University of Holguín,CU,"Gonzalez Vargas, Msc. Yismandry",2025,2025
513,"Ramírez Guzmán, Amalia Gabriela",2,,University of Guayaquil,EC,"Amalia Gabriela Ramírez Guzmán ;; Ramírez Guzmán, Amalia Gabriela",2024,2025
60,"Padrón Carrasco, Lic. Diana",2,,Latin American School of Medicine|Universidad de Ciego de Ávila,CU,"Padrón Carrasco, Lic. Diana",2025,2025
214,Daniela Alejandra Proaño Remache,2,,,,Daniela Alejandra Proaño Remache,2025,2025
487,Juan Carlos Nevárez Moncayo,2,,,,Juan Carlos Nevárez Moncayo,2024,2024
488,Aurelia María  Cleonares Borbor,2,,,,Aurelia María  Cleonares Borbor,2024,2024
490,Erika Estefanía Barreiro Cedeño,2,,,,Erika Estefanía Barreiro Cedeño,2024,2024
467,Segundo Moisés San Lucas Coque,2,,,,Segundo Moisés San Lucas Coque,2025,2025
892,"Escobar Escobar, Danny Alexander",2,,Universidad Regional Autónoma de Los Andes,EC,"Danny Alexander Escobar Escobar ;; Escobar Escobar, Danny Alexander",2023,2025
63,"Hernández Junco, Varna",2,,Universidad Técnica de Ambato,EC,"Hernández Junco, Varna",2025,2025
1145,Fernando Castro Sánchez,2,,,,Fernando Castro Sánchez,2021,2021
480,Melanie Karina Limaico Carcelén,2,,,,Melanie Karina Limaico Carcelén,2024,2025
451,Salma Fabianna Banda García,2,,,,Salma Fabianna Banda García,2024,2024
365,Evelyn Carolina Betancourt Rubio,2,,,,Evelyn Carolina Betancourt Rubio,2025,2025
455,Melany Yamilex Reascos Chalacán,2,,,,Melany Yamilex Reascos Chalacán,2024,2025
457,Yismandry González Vargas,2,,University of Holguín,CU,Yismandry González Vargas,2024,2026
458,Diana Padrón Carrasco,2,,Universidad de Ciego de Ávila,CU,Diana Padrón Carrasco,2024,2026
462,Olivia Elizabeth Altamirano Guerrero,2,,,,Olivia Elizabeth Altamirano Guerrero,2024,2024
463,Adriana Nicole Tobar Peñaherrera,2,,,,Adriana Nicole Tobar Peñaherrera,2024,2024
444,Daniel Gustavo Cortés Naranjo,2,,,,Daniel Gustavo Cortés Naranjo,2024,2024
419,Jerson Alexis Ordóñez Sarchi,2,,,,Jerson Alexis Ordóñez Sarchi,2024,2025
422,Jessica Johana Santander Moreno,2,,,,Jessica Johana Santander Moreno,2024,2025
1146,Pablo Vaca Acosta,2,,,,Pablo Vaca Acosta,2021,2021
221,Clara Giuliana Gómez Ojeda,2,,,,Clara Giuliana Gómez Ojeda,2025,2025
404,María Fernanda Morales Gómez de la Torre,2,,,,María Fernanda Morales Gómez de la Torre,2024,2025
405,Elisabeth Germania Vilema Vizuete,2,,,,Elisabeth Germania Vilema Vizuete,2024,2024
408,Alejandra Deyanira Villarreal Villarreal,2,,,,Alejandra Deyanira Villarreal Villarreal,2024,2025
409,David Alexander Arcos Pazmiño,2,,,,David Alexander Arcos Pazmiño,2024,2025
410,Karen Nicole Flores Cano,2,,,,Karen Nicole Flores Cano,2024,2025
374,Blanca Cristina Estrella López,2,,,,Blanca Cristina Estrella López,2024,2025
375,Guido Nino Guida Acevedo,2,,,,Guido Nino Guida Acevedo,2024,2025
395,Leonel Gerardo Ruano Yarpaz,2,,,,Leonel Gerardo Ruano Yarpaz,2024,2024
397,María Ilusión Solís Sánchez,2,,,,María Ilusión Solís Sánchez,2024,2024
1147,Silvia Cecilia Correa Cadena,2,,,,Silvia Cecilia Correa Cadena,2021,2024
1107,Emver Santiago Nivela Ortega,2,0000-0002-2971-5021,,,Emver Santiago Nivela Ortega,2022,2023
1108,Lila Galicia Chávez Fonseca,2,0000-0002-6904-404X,,,Lila Galicia Chávez Fonseca,2022,2024
373,Icler Naun Sisalema Aguilar,2,,,,Icler Naun Sisalema Aguilar,2024,2025
1349,Rebeca Escobar Jara,2,,,,Rebeca Escobar Jara ;; Rebeca Escobar-Jara,2018,2018
1350,"Padilla, Roddy Cabezas",2,,,,"Padilla, Roddy Cabezas ;; Roddy Cabezas Padilla",2018,2019
1354,"Pérez Teruel, Karina",2,,,,"Karina Perez-Teruel ;; Pérez Teruel, Karina",2018,2025
1358,Evelyn Jazmin Henriquez Antepara,2,,,,Evelyn Jazmin Henriquez Antepara,2018,2018
1339,Carlos Banguera Diaz,2,,,,"Banguera Diaz, Carlos ;; Carlos Banguera Diaz",2018,2018
1115,Emma Maricela Arroyo Lalama,2,,,,Emma Maricela Arroyo Lalama,2022,2024
472,Julio Juvenal Aldana Zavala,2,,,,Julio Juvenal Aldana Zavala,2024,2025
3,Ing. Bradley Corro,1,,Universidad Bolivariana del Ecuador,EC,Ing. Bradley Corro,2026,2026
0,Freddy Rodrigo Puedma Acaro,1,,Universidad Estatal de Bolívar|University of Guayaquil,EC,Freddy Rodrigo Puedma Acaro,2026,2026
1,Josué Abraham Guillén Bobadilla,1,,University of Guayaquil,EC,Josué Abraham Guillén Bobadilla,2026,2026
1345,"Figueiredo, João Alcione Sganderla",1,,,,"Figueiredo, João Alcione Sganderla",2018,2018
1344,"Ortega, Rodolfo González",1,,,,"Ortega, Rodolfo González",2018,2018
1343,Cesar Ernesto Roldan Martínez,1,,,,Cesar Ernesto Roldan Martínez,2018,2018
1342,Neilys Gonz�lez Ben�tez,1,,,,Neilys Gonz�lez Ben�tez,2018,2018
1341,Maritza Guti�rrez Ponce,1,,,,Maritza Guti�rrez Ponce,2018,2018
1340,Oscar Nelson Veliz Guti�rrez,1,,,,Oscar Nelson Veliz Guti�rrez,2018,2018
1338,"Cedeño, Juan Carlos",1,,,,"Cedeño, Juan Carlos",2018,2018
1337,"Gavilanez, Héctor Lara",1,,,,"Gavilanez, Héctor Lara",2018,2018
1336,"Saleh, Salah Hasan",1,,,,"Saleh, Salah Hasan",2018,2018
1267,Tula Carola Sánchez García,1,,,,Tula Carola Sanchez Garcia ;; Tula Carola Sánchez García,2019,2021
1268,Lozano Pedro Sánchez Cortez,1,,,,Lozano Pedro Sánchez Cortez,2019,2019
1269,Marlon Altamirano Di Lucas,1,,,,Marlon Altamirano Di Lucas,2019,2019
1270,Neilys GonzálezBenítez,1,,,,Neilys GonzálezBenítez,2019,2019
1271,Maikel Y. LeyvaVázquez,1,,,,Maikel Y. LeyvaVázquez,2019,2019
1272,Yelineis Pacheco Suárez,1,,,,Yelineis Pacheco Suárez,2019,2019
1273,"López, Lino Tomás Borroto",1,,,,"López, Lino Tomás Borroto",2019,2019
1274,"Serradét, Félix Pacheco",1,,,,"Serradét, Félix Pacheco",2019,2019
1275,"González, Martín González",1,,,,"González, Martín González",2019,2019
1276,Yanerkis Díaz Osuna,1,,,,Yanerkis Díaz Osuna,2019,2019
1280,"López, Jorge Luis Reyes",1,,,,"López, Jorge Luis Reyes",2019,2019
1281,"Córdova, Yuri Elizabeth Gutiérrez",1,,,,"Córdova, Yuri Elizabeth Gutiérrez",2019,2019
1282,Daniel Loza Hernández,1,,Politecnica Salesiana University,EC,Daniel Loza Hernández,2019,2019
1283,Ileana María Hernández Rodríguez,1,,Instituto de Filosofía,ES,Ileana María Hernández Rodríguez,2019,2019
1284,Maidely Mena Ramírez,1,0000-0001-6462-0581,Universidad de Ciencias Medicas|Universidad de Ciencias Médicas de Pinar del Río,CR,Maidely Mena Ramírez,2019,2019
1288,Miluska Natasha Chasiluisa Vera,1,,,,Miluska Natasha Chasiluisa Vera,2023,2023
381,Katherine Zoraya Días Báez,1,,,,Katherine Zoraya Días Báez,2024,2024
382,Angela Pamela Meneses Abril,1,,,,Angela Pamela Meneses Abril,2024,2024
383,Lenin Josué Arcos Ortiz,1,,,,Lenin Josué Arcos Ortiz,2024,2024
384,Nelany Alejandra Guerrero Robalino,1,,,,Nelany Alejandra Guerrero Robalino,2024,2024
385,Josselyn Bryggitte Vilela Verdezoto,1,,,,Josselyn Bryggitte Vilela Verdezoto,2024,2024
386,Lourdes Ayleen Almeida Villavicencio,1,,,,Lourdes Ayleen Almeida Villavicencio,2024,2024
355,Galo Renato Navas Espín,1,,,,Galo Renato Navas Espín,2025,2025
356,Pietra Catalina Dávila Jácome,1,,,,Pietra Catalina Dávila Jácome,2025,2025
357,Renato Mathias Navas Dávila,1,,,,Renato Mathias Navas Dávila,2025,2025
390,Melanie Doménica Saquinga Toasa,1,,,,Melanie Doménica Saquinga Toasa,2024,2024
391,Nicole Valeska Acurio Sáenz,1,,,,Nicole Valeska Acurio Sáenz,2024,2024
392,Cesia Lucero Carriel Vinces,1,,,,Cesia Lucero Carriel Vinces,2024,2024
393,Mateo Isaías Almeida Almeida,1,,,,Mateo Isaías Almeida Almeida,2024,2024
394,Omaira Liliana Ruano Yarpaz,1,,,,Omaira Liliana Ruano Yarpaz,2024,2024
396,Mario Alexander Barreno Urquizo,1,,,,Mario Alexander Barreno Urquizo,2024,2024
399,Gabriela Nicole Bravo Galarraga,1,,,,Gabriela Nicole Bravo Galarraga,2024,2024
411,Erik Jhosue Rodríguez Huera,1,,,,Erik Jhosue Rodríguez Huera,2024,2024
412,Kevin Libardo Arteaga  Rosero,1,,,,Kevin Libardo Arteaga  Rosero,2024,2024
413,Joseline Micaela Chugá Montenegro,1,,,,Joseline Micaela Chugá Montenegro,2024,2024
414,Dante Manuel Macazana Fernández,1,,,,Dante Manuel Macazana Fernández,2024,2024
415,Wilder Fabio Ramos Palacios,1,,,,Wilder Fabio Ramos Palacios,2024,2024
416,Daniel Amílcar Pinto  Pagaza,1,,,,Daniel Amílcar Pinto  Pagaza,2024,2024
417,Mary  Liz Mendoza Hidalgo,1,,,,Mary  Liz Mendoza Hidalgo,2024,2024
418,Tula Margarita Espinoza Moreno,1,,,,Tula Margarita Espinoza Moreno,2024,2024
387,Maoli Guadalupe Cabanilla Pazmiño,1,,,,Maoli Guadalupe Cabanilla Pazmiño,2024,2024
388,Joselyn Selena Alban Montenegro,1,,,,Joselyn Selena Alban Montenegro,2024,2024
389,Nicole Madelen Guerrero Zabala,1,,,,Nicole Madelen Guerrero Zabala,2024,2024
376,Dámaris Micaela Ortiz Sánchez,1,,,,Dámaris Micaela Ortiz Sánchez,2024,2024
377,Cristian Mateo Tenorio  Fernández,1,,,,Cristian Mateo Tenorio  Fernández,2024,2024
378,María Alejandra Sampedro Villamagua,1,,,,María Alejandra Sampedro Villamagua,2024,2024
379,María Eugenia Zamora Cueva,1,,,,María Eugenia Zamora Cueva,2024,2024
380,Darío Fernando Pozo Guerrón,1,,,,Darío Fernando Pozo Guerrón,2024,2024
450,Adriana María García Novill,1,,,,Adriana María García Novill,2024,2024
420,María Fernanda Gómez Ayala,1,,,,María Fernanda Gómez Ayala,2024,2024
421,Nayeli Sofía Martínez Villarreal,1,,,,Nayeli Sofía Martínez Villarreal,2024,2024
423,Joselyn Estefanía Analuisa Guaman,1,,,,Joselyn Estefanía Analuisa Guaman,2024,2024
424,Cristina Jennifer Cuesta Sánchez,1,,,,Cristina Jennifer Cuesta Sánchez,2024,2024
425,Alexander Medina Mendaño,1,,,,Alexander Medina Mendaño,2024,2024
426,Erika Michelle Toapanta Guachamboza,1,,,,Erika Michelle Toapanta Guachamboza,2024,2024
427,Tannya Abigail Sopa Tigse,1,,,,Tannya Abigail Sopa Tigse,2024,2024
428,Daniel Adriano Gavilanes Lascano,1,,,,Daniel Adriano Gavilanes Lascano,2024,2024
429,Luis Roberto Sailema Sailema,1,,,,Luis Roberto Sailema Sailema,2024,2024
430,Sandra Elizabeth Zambrano Castillo,1,,,,Sandra Elizabeth Zambrano Castillo,2024,2024
431,Henrry Sebastián Piña Zúñiga,1,,,,Henrry Sebastián Piña Zúñiga,2024,2024
432,Pablo Fernando Martínez Pupiales,1,,,,Pablo Fernando Martínez Pupiales,2024,2024
433,Erika Daniela Robayo Guilcamaiga,1,,,,Erika Daniela Robayo Guilcamaiga,2024,2024
406,Elizabeth Angelita Lalaleo Chicaiza,1,,,,Elizabeth Angelita Lalaleo Chicaiza,2024,2024
407,Lisbeth Alejandra Duarte Morillo,1,,,,Lisbeth Alejandra Duarte Morillo,2024,2024
465,Melanie Anahí Fiallos Acosta,1,,,,Melanie Anahí Fiallos Acosta,2024,2024
466,Doménica Carolina Moscoso Albuja,1,,,,Doménica Carolina Moscoso Albuja,2024,2024
435,Diego Gustavo Jácome Salinas,1,,,,Diego Gustavo Jácome Salinas,2024,2024
436,Jeanpierre Iván Rengifo Aispur,1,,,,Jeanpierre Iván Rengifo Aispur,2024,2024
437,Zaihrys del Carmen Herrera Lasso,1,,,,Zaihrys del Carmen Herrera Lasso,2024,2024
438,Elizabeth Salazar Quesada,1,,,,Elizabeth Salazar Quesada,2024,2024
439,Lizardo Emmanuel Chasing Zuleta,1,,,,Lizardo Emmanuel Chasing Zuleta,2024,2024
440,Vicente Gabriel Escobar Verdezoto,1,,,,Vicente Gabriel Escobar Verdezoto,2024,2024
441,Ylsy Thibisay Guevara García,1,,,,Ylsy Thibisay Guevara García,2024,2024
442,Gabriela Patricia Guijarro Reinoso,1,,,,Gabriela Patricia Guijarro Reinoso,2024,2024
443,Félix Manuel Guerrero Quiñonez,1,,,,Félix Manuel Guerrero Quiñonez,2024,2024
445,Pablo Martin Hinostroza Medina,1,,,,Pablo Martin Hinostroza Medina,2024,2024
446,Denisse Isabel Suaste Pazmiño,1,,,,Denisse Isabel Suaste Pazmiño,2024,2024
447,Karla Indira Hurtado Serrano,1,,,,Karla Indira Hurtado Serrano,2024,2024
448,Gabriela Ximena Marín Vega,1,,,,Gabriela Ximena Marín Vega,2024,2024
449,Delia María Villacrés Yancha,1,,,,Delia María Villacrés Yancha,2024,2024
363,Luiggy Fabricio Jaña Navarrete,1,,,,Luiggy Fabricio Jaña Navarrete,2025,2025
364,Marco Alexander Toscano Paredes,1,,,,Marco Alexander Toscano Paredes,2025,2025
366,Héctor Orlando Zapata Zambrano,1,,,,Héctor Orlando Zapata Zambrano,2025,2025
367,José Roberto Lema Balla,1,,,,José Roberto Lema Balla,2025,2025
368,Juan Carlos Lema Balla,1,,,,Juan Carlos Lema Balla,2025,2025
369,Lesly Tamara Heredia Tapia,1,,,,Lesly Tamara Heredia Tapia,2025,2025
370,Jesús Estupiñán Ricardo,1,,,,Jesús Estupiñán Ricardo,2025,2025
339,Doménica Dayana  Tamayo García,1,,,,Doménica Dayana  Tamayo García,2025,2025
340,Gabriela Ángeles Montenegro Cáceres,1,,,,Gabriela Ángeles Montenegro Cáceres,2025,2025
341,Elías Mesías Machado  Maliz,1,,,,Elías Mesías Machado  Maliz,2025,2025
454,Leonel Fuentes Sáenz de Viteri,1,,,,Leonel Fuentes Sáenz de Viteri,2024,2024
456,Mauricio  Fernando Enríquez Grijalva,1,,,,Mauricio  Fernando Enríquez Grijalva,2024,2024
459,Odalys Verenisse Camalli Albán,1,,,,Odalys Verenisse Camalli Albán,2024,2024
460,Anthony Isacc Criollo Supe,1,,,,Anthony Isacc Criollo Supe,2024,2024
461,Kevin Daniel Sánchez Guevara,1,,,,Kevin Daniel Sánchez Guevara,2024,2024
464,María de los Ángeles Salazar Duran,1,,,,María de los Ángeles Salazar Duran,2024,2024
470,Washington Paúl Culqui Molina,1,,,,Washington Paúl Culqui Molina,2025,2025
471,Carol Elizabeth Ianni Gómez,1,,,,Carol Elizabeth Ianni Gómez,2024,2024
473,Sheila Belén Esperanza Pijal,1,,,,Sheila Belén Esperanza Pijal,2024,2024
474,Nicolás Mateo Sánchez Montalvo,1,,,,Nicolás Mateo Sánchez Montalvo,2024,2024
475,Fernanda Stefanía Medina Jácome,1,,,,Fernanda Stefanía Medina Jácome,2024,2024
476,Edwin Eugenio Angulo García,1,,,,Edwin Eugenio Angulo García,2024,2024
478,Andy Brayan Pozo Fuentes,1,,,,Andy Brayan Pozo Fuentes,2024,2024
481,Armando Sebastián Castillo Almeida,1,,,,Armando Sebastián Castillo Almeida,2024,2024
482,Edison Ludgardo Mera Bravo,1,,,,Edison Ludgardo Mera Bravo,2024,2024
452,Odalis Abigail Peñaloza López,1,,,,Odalis Abigail Peñaloza López,2024,2024
453,Rubén Aroca Jácome,1,,,,Rubén Aroca Jácome,2024,2024
358,Bayron Ramiro Pinda Guanolema,1,,,,Bayron Ramiro Pinda Guanolema,2025,2025
359,María Fernanda Morales Gómez,1,,,,María Fernanda Morales Gómez,2025,2025
360,Jessica Lisbeth Vallejo Bayas,1,,,,Jessica Lisbeth Vallejo Bayas,2025,2025
361,Lissette Estefanía Muyulema Muyulema,1,,,,Lissette Estefanía Muyulema Muyulema,2025,2025
362,Lizbeth Antonella Castro Castro,1,,,,Lizbeth Antonella Castro Castro,2025,2025
511,Erika Quito,1,,,,Erika Quito,2024,2024
512,Daniela Calle,1,,,,Daniela Calle,2024,2024
514,Lady Elizabeth Miranda Ortiz,1,,,,Lady Elizabeth Miranda Ortiz,2024,2024
484,Hendry José Luzardo Martínez,1,,,,Hendry José Luzardo Martínez,2024,2024
486,Daysi Yadira Rodríguez Portilla,1,,,,Daysi Yadira Rodríguez Portilla,2024,2024
489,Cristian Fernando Benavides Salaza,1,,,,Cristian Fernando Benavides Salaza,2024,2024
491,Josthin Paul Portilla Nazate,1,,,,Josthin Paul Portilla Nazate,2024,2024
492,Wilson Alfredo Cacpata Calle,1,,,,Wilson Alfredo Cacpata Calle,2024,2024
493,Antonella Stefanía Gil Betancourt,1,,,,Antonella Stefanía Gil Betancourt,2024,2024
494,Jacqueline Patricia Chuico Pardo,1,,,,Jacqueline Patricia Chuico Pardo,2024,2024
495,Kelly Vanessa Fuentes Ayala,1,,,,Kelly Vanessa Fuentes Ayala,2024,2024
496,Silvio Amable Machuca Vivar,1,,,,Silvio Amable Machuca Vivar,2024,2024
497,Carlos Roberto Sampedro Guamán,1,,,,Carlos Roberto Sampedro Guamán,2024,2024
498,María Fernanda Pacheco Carrera,1,,,,María Fernanda Pacheco Carrera,2024,2024
468,Jessy Carolina Paredes Paredes,1,,,,Jessy Carolina Paredes Paredes,2025,2025
469,Melanie Anahí Vasco Rumipamba,1,,,,Melanie Anahí Vasco Rumipamba,2025,2025
350,Adrián Isaac Toala Tapia,1,,,,Adrián Isaac Toala Tapia,2025,2025
351,Lisseth Margarita Zambrano Cedeño,1,,,,Lisseth Margarita Zambrano Cedeño,2025,2025
352,Marco Antonio Puetate Ayala,1,,,,Marco Antonio Puetate Ayala,2025,2025
353,Styven Andrés Pila Chicaiza,1,,,,Styven Andrés Pila Chicaiza,2025,2025
354,Marcela Jeannette Yancha Urrutia,1,,,,Marcela Jeannette Yancha Urrutia,2025,2025
323,Richard Omar Moreano Moreano,1,,,,Richard Omar Moreano Moreano,2025,2025
324,Karla Belén Amancha Salguero,1,,,,Karla Belén Amancha Salguero,2025,2025
325,Steeven Alexander Cuno Pérez,1,,,,Steeven Alexander Cuno Pérez,2025,2025
502,Mayra Alexandra Granda Sanmartín,1,,,,Mayra Alexandra Granda Sanmartín,2024,2024
503,Jenifer Lizeth Herrera Vilca,1,,,,Jenifer Lizeth Herrera Vilca,2024,2024
505,Alenna Rosa Batista-Barallobre,1,,,,Alenna Rosa Batista-Barallobre,2024,2024
506,Mariela Alexandra Ramírez Zúñiga,1,,,,Mariela Alexandra Ramírez Zúñiga,2024,2024
507,Pedro Fernando Mite Reyes,1,,,,Pedro Fernando Mite Reyes,2024,2024
508,Carlos Fernando Morales Vera,1,,,,Carlos Fernando Morales Vera,2024,2024
509,Angie Estefanía Lema Atiencie,1,,,,Angie Estefanía Lema Atiencie,2024,2024
510,Elizabeth Moscoso Abad,1,,,,Elizabeth Moscoso Abad,2024,2024
520,Arleth Samantha Amaya Tuarez,1,,,,Arleth Samantha Amaya Tuarez,2024,2024
523,Doménica Zulema Oleas Falconi,1,,,,Doménica Zulema Oleas Falconi,2024,2024
524,Adanny Valentina Guerrero Naranjo,1,,,,Adanny Valentina Guerrero Naranjo,2024,2024
525,Jamiled Carolina Moya Jiménez,1,,,,Jamiled Carolina Moya Jiménez,2024,2024
526,Daniela Lissbeth Tiñe Cando,1,,,,Daniela Lissbeth Tiñe Cando,2024,2024
528,Evelyn Yajaira Sagba Sagba,1,,,,Evelyn Yajaira Sagba Sagba,2024,2024
529,Jhennifer Estefania Andrade Cuji,1,,,,Jhennifer Estefania Andrade Cuji,2024,2024
530,Cristian Israel Salazar  Amores,1,,,,Cristian Israel Salazar  Amores,2024,2024
501,María José Calero Manzano,1,,,,María José Calero Manzano,2024,2024
342,Sebastián Alejandro Contento  Correa,1,,,,Sebastián Alejandro Contento  Correa,2025,2025
344,Marianela del Rocío Buitrón Recalde,1,,,,Marianela del Rocío Buitrón Recalde,2025,2025
345,Alex Giovanny Lara Muñoz,1,,,,Alex Giovanny Lara Muñoz,2025,2025
346,Anahí Fernanda Bravo  Alvarado,1,,,,Anahí Fernanda Bravo  Alvarado,2025,2025
347,Laura Salas Gómez,1,,,,Laura Salas Gómez,2025,2025
348,Bolívar Fernando Mena Hidalgo,1,,,,Bolívar Fernando Mena Hidalgo,2025,2025
349,María de los Ángeles Silva Celi,1,,,,María de los Ángeles Silva Celi,2025,2025
337,Cynthia Belén Chango Paguay,1,,,,Cynthia Belén Chango Paguay,2025,2025
338,Nelson Fabricio Samaniego Guanga,1,,,,Nelson Fabricio Samaniego Guanga,2025,2025
307,Ragde Carolyne López Cisneros,1,,,,Ragde Carolyne López Cisneros,2025,2025
308,Marco Alejandro Jumbo Andrade,1,,,,Marco Alejandro Jumbo Andrade,2025,2025
309,Jonathan Manuel Cadena Alba,1,,,,Jonathan Manuel Cadena Alba,2025,2025
537,Ina Coralí Velezmoro Muñoz,1,,,,Ina Coralí Velezmoro Muñoz,2024,2024
538,Neyda Carmita Chiluiza Naranjo,1,,,,Neyda Carmita Chiluiza Naranjo,2024,2024
539,Albert Camaton,1,,,,Albert Camaton,2024,2024
540,Katherine Valeria Estévez Freire,1,,,,Katherine Valeria Estévez Freire,2024,2024
541,Erika Azucena Colta Tamba,1,,,,Erika Azucena Colta Tamba,2024,2024
542,Katherin Yesenia Yépez Toro,1,,,,Katherin Yesenia Yépez Toro,2024,2024
544,Stefany Yamileth Mejía Ayala,1,,,,Stefany Yamileth Mejía Ayala,2024,2024
545,Damaris Solange Narváez Guerron,1,,,,Damaris Solange Narváez Guerron,2024,2024
515,Nancy Marisella Cárdenas Tigua,1,,,,Nancy Marisella Cárdenas Tigua,2024,2024
516,Marcela del Rocío Murillo Yoza,1,,,,Marcela del Rocío Murillo Yoza,2024,2024
518,Hernán Santiago Navarrete Campuzano,1,,,,Hernán Santiago Navarrete Campuzano,2024,2024
553,Nayeli Jadira Montiel Lastra,1,,,,Nayeli Jadira Montiel Lastra,2024,2024
554,David Nicolas Bonilla Arciniega,1,,,,David Nicolas Bonilla Arciniega,2024,2024
555,Imbacuan Enríquez Deisy Fernanda,1,,,,Imbacuan Enríquez Deisy Fernanda,2024,2024
556,Soto Montalvo Alicia Magdalena,1,,,,Soto Montalvo Alicia Magdalena,2024,2024
558,Jesly Vanessa Chamorro Nazate,1,,,,Jesly Vanessa Chamorro Nazate,2024,2024
559,López Puetate Evelin Daniela,1,,,,López Puetate Evelin Daniela,2024,2024
533,Carlos Israel Morales Barroso,1,,,,Carlos Israel Morales Barroso,2024,2024
326,Cristopher René Guerrero Rea,1,,,,Cristopher René Guerrero Rea,2025,2025
328,Nathali Maite Villagrán Veloz,1,,,,Nathali Maite Villagrán Veloz,2025,2025
329,Diana Gissela Benites  Fonseca,1,,,,Diana Gissela Benites  Fonseca,2025,2025
330,David André Benites,1,,,,David André Benites,2025,2025
331,Marco Vinicio Chulde  Narváez,1,,,,Marco Vinicio Chulde  Narváez,2025,2025
332,Hendry Francel Cadena Sayavedra,1,,,,Hendry Francel Cadena Sayavedra,2025,2025
333,Jorge Luis Ortega Abad,1,,,,Jorge Luis Ortega Abad,2025,2025
