doi,concept,level,score
10.5281/zenodo.15616926,Legislation,2,0.2833999991416931
10.5281/zenodo.15616926,Field (mathematics),2,0.2827000021934509
10.5281/zenodo.15616926,Business,0,0.27549999952316284
10.5281/zenodo.15616926,Geography,0,0.27390000224113464
10.5281/zenodo.15616926,Derecho,2,0.2669000029563904
10.5281/zenodo.15616926,Government (linguistics),2,0.2632000148296356
10.5281/zenodo.15616926,Human rights,2,0.25040000677108765
10.5281/zenodo.15597248,Humanities,1,0.6564000248908997
10.5281/zenodo.15597248,Political science,0,0.6162999868392944
10.5281/zenodo.15597248,Geography,0,0.2655999958515167
10.5281/zenodo.15597248,Context (archaeology),2,0.20980000495910645
10.5281/zenodo.15597248,Domain (mathematical analysis),2,0.1598999947309494
10.5281/zenodo.15597248,Philosophy,0,0.15860000252723694
10.5281/zenodo.15597248,Cartography,1,0.1534000039100647
10.5281/zenodo.15597248,South–South cooperation,3,0.15330000221729279
10.5281/zenodo.15597248,Derecho,2,0.13120000064373016
10.5281/zenodo.15597248,Linea,2,0.10869999974966049
10.5281/zenodo.15597282,Humanities,1,0.6065000295639038
10.5281/zenodo.15597282,Political science,0,0.4115000069141388
10.5281/zenodo.15597282,Medicine,0,0.33640000224113464
10.5281/zenodo.15597282,Persona,2,0.2816999852657318
10.5281/zenodo.15597282,Jurisprudence,2,0.1964000016450882
10.5281/zenodo.15597282,Linea,2,0.19370000064373016
10.5281/zenodo.15597282,Cartography,1,0.19349999725818634
10.5281/zenodo.15597282,Epidemiological surveillance,3,0.1842000037431717
10.5281/zenodo.15597282,Elderly people,2,0.1665000021457672
10.5281/zenodo.15597282,Geography,0,0.15870000422000885
10.5281/zenodo.15597341,Humanities,1,0.6743999719619751
10.5281/zenodo.15597341,Art,0,0.30309998989105225
10.5281/zenodo.15597341,Political science,0,0.29789999127388
10.5281/zenodo.15597341,Philosophy,0,0.2840000092983246
10.5281/zenodo.15597341,Cartography,1,0.23070000112056732
10.5281/zenodo.15597341,Decree,2,0.22709999978542328
10.5281/zenodo.15597341,Sociology,0,0.19869999587535858
10.5281/zenodo.15597341,Physics,0,0.1703999936580658
10.5281/zenodo.15597341,Economic Justice,2,0.15070000290870667
10.5281/zenodo.15597341,Expropriation,2,0.14139999449253082
10.5281/zenodo.15597412,Political science,0,0.4494999945163727
10.5281/zenodo.15597412,Humanities,1,0.41850000619888306
10.5281/zenodo.15597412,Sociology,0,0.41780000925064087
10.5281/zenodo.15597412,Power (physics),2,0.35100001096725464
10.5281/zenodo.15597412,Economic Justice,2,0.33809998631477356
10.5281/zenodo.15597412,Work (physics),2,0.31290000677108765
10.5281/zenodo.15597412,Field (mathematics),2,0.2939000129699707
10.5281/zenodo.15597412,State (computer science),2,0.27869999408721924
10.5281/zenodo.15597412,Inequality,2,0.27309998869895935
10.5281/zenodo.15597412,Order (exchange),2,0.26989999413490295
10.5281/zenodo.15597412,Gender relations,2,0.2687999904155731
10.5281/zenodo.15597412,Context (archaeology),2,0.2651999890804291
10.5281/zenodo.15597412,Population,2,0.2554999887943268
10.5281/zenodo.15597412,Vulnerability (computing),2,0.2549999952316284
10.5281/zenodo.15597465,Humanities,1,0.6875
10.5281/zenodo.15597465,Persona,2,0.3799999952316284
10.5281/zenodo.15597465,Political science,0,0.3199999928474426
10.5281/zenodo.15597465,Philosophy,0,0.27480000257492065
10.5281/zenodo.15597465,Sociology,0,0.24899999797344208
10.5281/zenodo.15597465,Context (archaeology),2,0.23970000445842743
10.5281/zenodo.15597465,Pillar,2,0.22759999334812164
10.5281/zenodo.15597465,Constitution,2,0.19200000166893005
10.5281/zenodo.15597465,Product (mathematics),2,0.18629999458789825
10.5281/zenodo.15597465,Legal norm,2,0.1770000010728836
10.5281/zenodo.15601698,Humanities,1,0.7789000272750854
10.5281/zenodo.15601698,Political science,0,0.47780001163482666
10.5281/zenodo.15601698,Art,0,0.296099990606308
10.5281/zenodo.15601698,Cartography,1,0.2822999954223633
10.5281/zenodo.15601698,Context (archaeology),2,0.2678000032901764
10.5281/zenodo.15601698,Geography,0,0.2558000087738037
10.5281/zenodo.15601698,Derecho,2,0.21080000698566437
10.5281/zenodo.15601698,Sociology,0,0.16279999911785126
10.5281/zenodo.15601698,Population,2,0.14640000462532043
10.5281/zenodo.15601698,Child custody,2,0.11569999903440475
10.5281/zenodo.15601728,Humanities,1,0.6383000016212463
10.5281/zenodo.15601728,Psychology,0,0.3747999966144562
10.5281/zenodo.15601728,Philosophy,0,0.3084000051021576
10.5281/zenodo.15601728,Cartography,1,0.26170000433921814
10.5281/zenodo.15601728,Art,0,0.24899999797344208
10.5281/zenodo.15601728,Test (biology),2,0.2378000020980835
10.5281/zenodo.15601728,Sociology,0,0.19380000233650208
10.5281/zenodo.15601728,Order (exchange),2,0.18860000371932983
10.5281/zenodo.15601728,Political science,0,0.1745000034570694
10.5281/zenodo.15601728,Work (physics),2,0.17419999837875366
10.5281/zenodo.15601748,Humanities,1,0.5382000207901001
10.5281/zenodo.15601748,Political science,0,0.39820000529289246
10.5281/zenodo.15601748,Context (archaeology),2,0.3375999927520752
10.5281/zenodo.15601748,Philosophy,0,0.3285999894142151
10.5281/zenodo.15601748,Cartography,1,0.23170000314712524
10.5281/zenodo.15601748,Pilotage,2,0.20569999516010284
10.5281/zenodo.15601748,Legal norm,2,0.20250000059604645
10.5281/zenodo.15601748,Geography,0,0.2020999938249588
10.5281/zenodo.15601748,Sociology,0,0.17990000545978546
10.5281/zenodo.15601748,Law,1,0.17810000479221344
10.5281/zenodo.15601762,Humanities,1,0.5792999863624573
10.5281/zenodo.15601762,Political science,0,0.4138999879360199
10.5281/zenodo.15601762,Philosophy,0,0.4049000144004822
10.5281/zenodo.15601762,Criminal responsibility,3,0.2946999967098236
10.5281/zenodo.15601762,Geography,0,0.26350000500679016
10.5281/zenodo.15601762,Context (archaeology),2,0.2524999976158142
10.5281/zenodo.15601762,Sociology,0,0.23270000517368317
10.5281/zenodo.15601762,Criminal law,2,0.22259999811649323
10.5281/zenodo.15601762,Order (exchange),2,0.20479999482631683
10.5281/zenodo.15601762,Population,2,0.2029999941587448
10.5281/zenodo.15611728,Humanities,1,0.5357000231742859
10.5281/zenodo.15611728,Political science,0,0.4781999886035919
10.5281/zenodo.15611728,Business,0,0.22269999980926514
10.5281/zenodo.15611728,Philosophy,0,0.22130000591278076
10.5281/zenodo.15611728,Health security,3,0.22089999914169312
10.5281/zenodo.15611728,Physics,0,0.2101999968290329
10.5281/zenodo.15611728,Engineering,0,0.20990000665187836
10.5281/zenodo.15611728,Trojan horse,2,0.20059999823570251
10.5281/zenodo.15611728,Computer science,0,0.17430000007152557
10.5281/zenodo.15611728,Pilotage,2,0.1728000044822693
10.5281/zenodo.15611755,Humanities,1,0.6891000270843506
10.5281/zenodo.15611755,Political science,0,0.46720001101493835
10.5281/zenodo.15611755,Geography,0,0.46639999747276306
10.5281/zenodo.15611755,Tourism,2,0.21699999272823334
10.5281/zenodo.15611755,Work (physics),2,0.18199999630451202
10.5281/zenodo.15611755,Nature tourism,4,0.1818999946117401
10.5281/zenodo.15611755,Order (exchange),2,0.1800999939441681
10.5281/zenodo.15611755,Context (archaeology),2,0.16259999573230743
10.5281/zenodo.15611755,Cartography,1,0.1590999960899353
10.5281/zenodo.15611755,Welfare economics,1,0.15410000085830688
10.5281/zenodo.15611774,Political science,0,0.6183000206947327
10.5281/zenodo.15611774,Humanities,1,0.6055999994277954
10.5281/zenodo.15611774,Business,0,0.24529999494552612
10.5281/zenodo.15611774,Welfare economics,1,0.2046000063419342
10.5281/zenodo.15611774,Work (physics),2,0.18930000066757202
10.5281/zenodo.15611774,Philosophy,0,0.18279999494552612
10.5281/zenodo.15611774,Geography,0,0.17630000412464142
10.5281/zenodo.15611774,Economics,0,0.17470000684261322
10.5281/zenodo.15611774,Order (exchange),2,0.17080000042915344
10.5281/zenodo.15611774,Business sector,2,0.16779999434947968
10.5281/zenodo.15611802,Casual,2,0.8007000088691711
10.5281/zenodo.15611802,Humanities,1,0.5037999749183655
10.5281/zenodo.15611802,Medicine,0,0.491100013256073
10.5281/zenodo.15611802,Context (archaeology),2,0.25189998745918274
10.5281/zenodo.15611802,Medium term,2,0.24639999866485596
10.5281/zenodo.15611802,Duration (music),2,0.18219999969005585
10.5281/zenodo.15611802,Geography,0,0.17919999361038208
10.5281/zenodo.15611802,Psychology,0,0.17579999566078186
10.5281/zenodo.15611802,Physical activity,2,0.17339999973773956
10.5281/zenodo.15611802,Cartography,1,0.16339999437332153
10.5281/zenodo.15611827,Humanities,1,0.47099998593330383
10.5281/zenodo.15611827,Philosophy,0,0.46160000562667847
10.5281/zenodo.15611827,Political science,0,0.26910001039505005
10.5281/zenodo.15611827,Forestry,1,0.18170000612735748
10.5281/zenodo.15611827,Geography,0,0.1574999988079071
10.5281/zenodo.15611827,Sugar industry,3,0.14480000734329224
10.5281/zenodo.15611827,Physics,0,0.12540000677108765
10.5281/zenodo.15611827,Mathematics,0,0.11680000275373459
10.5281/zenodo.15611827,Art,0,0.11110000312328339
10.5281/zenodo.15611827,Manufacturing sector,2,0.10740000009536743
10.5281/zenodo.15611850,Humanities,1,0.44429999589920044
10.5281/zenodo.15611850,Political science,0,0.37059998512268066
10.5281/zenodo.15611850,Welfare economics,1,0.3675999939441681
10.5281/zenodo.15611850,Business,0,0.29420000314712524
10.5281/zenodo.15611850,Context (archaeology),2,0.2671000063419342
10.5281/zenodo.15611850,Investment (military),3,0.22609999775886536
10.5281/zenodo.15611850,Engineering,0,0.2222999930381775
10.5281/zenodo.15611850,Value (mathematics),2,0.21400000154972076
10.5281/zenodo.15611850,Operations management,1,0.1988999992609024
10.5281/zenodo.15611850,Geography,0,0.1906999945640564
10.5281/zenodo.15611881,Political science,0,0.49799999594688416
10.5281/zenodo.15611881,Business,0,0.4968000054359436
10.5281/zenodo.15611881,Welfare economics,1,0.4887000024318695
10.5281/zenodo.15611881,Investment (military),3,0.3813000023365021
10.5281/zenodo.15611881,Finance,1,0.36660000681877136
10.5281/zenodo.15611881,Business administration,1,0.3093999922275543
10.5281/zenodo.15611881,Economics,0,0.30079999566078186
10.5281/zenodo.15611881,Quality (philosophy),2,0.2554999887943268
10.5281/zenodo.15611881,Product (mathematics),2,0.2379000037908554
10.5281/zenodo.15611881,Profitability index,2,0.23759999871253967
10.5281/zenodo.15611955,Humanities,1,0.5332000255584717
10.5281/zenodo.15611955,Political science,0,0.4226999878883362
10.5281/zenodo.15611955,Business,0,0.3255999982357025
10.5281/zenodo.15611955,Geography,0,0.2840999960899353
10.5281/zenodo.15611955,Medium term,2,0.2754000127315521
10.5281/zenodo.15611955,Welfare economics,1,0.26010000705718994
10.5281/zenodo.15611955,Work (physics),2,0.21729999780654907
10.5281/zenodo.15611955,Cartography,1,0.17159999907016754
10.5281/zenodo.15611955,Medicine,0,0.16279999911785126
10.5281/zenodo.15611955,Business sector,2,0.15520000457763672
10.5281/zenodo.15611971,Political science,0,0.5820000171661377
10.5281/zenodo.15611971,Humanities,1,0.412200003862381
10.5281/zenodo.15611971,Liability,2,0.3253999948501587
10.5281/zenodo.15611971,Criminal liability,3,0.29440000653266907
10.5281/zenodo.15611971,Business,0,0.22599999606609344
10.5281/zenodo.15611971,Evasion (ethics),3,0.22509999573230743
10.5281/zenodo.15611971,Context (archaeology),2,0.20890000462532043
10.5281/zenodo.15611971,Drug trafficking,2,0.2076999992132187
10.5281/zenodo.15611971,Law,1,0.20029999315738678
10.5281/zenodo.15611971,Public security,2,0.1899999976158142
10.5281/zenodo.15616947,Political science,0,0.6327999830245972
10.5281/zenodo.15616947,Humanities,1,0.5300999879837036
10.5281/zenodo.15616947,Social justice,2,0.4212999939918518
10.5281/zenodo.15616947,Context (archaeology),2,0.3580999970436096
10.5281/zenodo.15616947,Geography,0,0.3458999991416931
10.5281/zenodo.15616947,Cartography,1,0.22280000150203705
10.5281/zenodo.15616947,Ven,2,0.22169999778270721
10.5281/zenodo.15616947,Sociology,0,0.20430000126361847
10.5281/zenodo.15616947,Welfare economics,1,0.20309999585151672
10.5281/zenodo.15616947,Social relationship,2,0.19939999282360077
10.5281/zenodo.15616969,Political science,0,0.5555999875068665
10.5281/zenodo.15616969,Humanities,1,0.49799999594688416
10.5281/zenodo.15616969,Context (archaeology),2,0.3109000027179718
10.5281/zenodo.15616969,Work (physics),2,0.3052000105381012
10.5281/zenodo.15616969,Public policy,2,0.2727000117301941
10.5281/zenodo.15616969,Legislature,2,0.249099999666214
10.5281/zenodo.15616969,Intervention (counseling),2,0.23000000417232513
10.5281/zenodo.15616969,Constitution,2,0.22259999811649323
10.5281/zenodo.15616969,Sanctions,2,0.2069000005722046
10.5281/zenodo.15616969,Population,2,0.20260000228881836
10.5281/zenodo.15616989,Political science,0,0.7145000100135803
10.5281/zenodo.15616989,Humanities,1,0.6007000207901001
10.5281/zenodo.15616989,Philosophy,0,0.2371000051498413
10.5281/zenodo.15616989,Geography,0,0.1720000058412552
10.5281/zenodo.15616989,Sociology,0,0.1535000056028366
10.5281/zenodo.15616989,Work (physics),2,0.12919999659061432
10.5281/zenodo.15616989,Indian ocean,2,0.125900000333786
10.5281/zenodo.15616989,Context (archaeology),2,0.12389999628067017
10.5281/zenodo.15616989,South–South cooperation,3,0.11050000041723251
10.5281/zenodo.15616989,Local Development,2,0.10830000042915344
10.5281/zenodo.15617326,Humanities,1,0.6814000010490417
10.5281/zenodo.15617326,Art,0,0.5460000038146973
10.5281/zenodo.15617326,Philosophy,0,0.36169999837875366
10.5281/zenodo.15617326,Medicine,0,0.10209999978542328
10.5281/zenodo.15617326,Materials science,0,0.08550000190734863
10.5281/zenodo.15617326,Physics,0,0.0778999999165535
10.5281/zenodo.15617326,Metal coating,3,0.06689999997615814
10.5281/zenodo.15617326,Context (archaeology),2,0.066600002348423
10.5281/zenodo.15617326,Materials testing,2,0.0658000037074089
10.5281/zenodo.15617326,Coating,2,0.06210000067949295
10.5281/zenodo.15617354,Medicine,0,0.5532000064849854
10.5281/zenodo.15617354,Humanities,1,0.4422000050544739
10.5281/zenodo.15617354,Psychology,0,0.22759999334812164
10.5281/zenodo.15617354,Computer science,0,0.1949000060558319
10.5281/zenodo.15617354,Coronavirus disease 2019 (COVID-19),4,0.18310000002384186
10.5281/zenodo.15617354,Physical medicine and rehabilitation,1,0.15680000185966492
10.5281/zenodo.15617354,Gynecology,1,0.15219999849796295
10.5281/zenodo.15617354,Quality of life (healthcare),2,0.15039999783039093
10.5281/zenodo.15617354,Clinical Practice,2,0.14740000665187836
10.5281/zenodo.15617354,Multisystem disease,3,0.1412000060081482
10.5281/zenodo.15617426,Humanities,1,0.5541999936103821
10.5281/zenodo.15617426,Political science,0,0.4814000129699707
10.5281/zenodo.15617426,Philosophy,0,0.326200008392334
10.5281/zenodo.15617426,Context (archaeology),2,0.2614000141620636
10.5281/zenodo.15617426,Constitutional court,3,0.24140000343322754
10.5281/zenodo.15617426,Presumption of innocence,2,0.18240000307559967
10.5281/zenodo.15617426,Welfare economics,1,0.17679999768733978
10.5281/zenodo.15617426,Fundamental rights,3,0.17599999904632568
10.5281/zenodo.15617426,Computer science,0,0.15399999916553497
10.5281/zenodo.15617426,Jurisprudence,2,0.1518000066280365
10.5281/zenodo.15200383,Philosophy,0,0.5608999729156494
10.5281/zenodo.15200383,Humanities,1,0.4618000090122223
10.5281/zenodo.15200383,Epistemology,1,0.4343999922275543
10.5281/zenodo.15200383,Context (archaeology),2,0.35350000858306885
10.5281/zenodo.15200383,Representation (politics),3,0.34470000863075256
10.5281/zenodo.15200383,Field (mathematics),2,0.34119999408721924
10.5281/zenodo.15200383,Subject (documents),2,0.3391000032424927
10.5281/zenodo.15200383,Algebra over a field,2,0.32120001316070557
10.5281/zenodo.15200383,Argument (complex analysis),2,0.31630000472068787
10.5281/zenodo.15200383,Sociology,0,0.299699991941452
10.5281/zenodo.15200383,Computer science,0,0.29030001163482666
10.5281/zenodo.15200383,Order (exchange),2,0.27880001068115234
10.5281/zenodo.15200383,Propositional calculus,2,0.262800008058548
10.5281/zenodo.15200383,Proposition,2,0.2526000142097473
10.5281/zenodo.15200383,Mathematics,0,0.2502000033855438
10.5281/zenodo.15200383,Philosophical logic,2,0.2502000033855438
10.5281/zenodo.15200402,Persona,2,0.4307999908924103
10.5281/zenodo.15200402,Humanities,1,0.4007999897003174
10.5281/zenodo.15200402,Geography,0,0.3889000117778778
10.5281/zenodo.15200402,Welfare economics,1,0.3529999852180481
10.5281/zenodo.15200402,Context (archaeology),2,0.33169999718666077
10.5281/zenodo.15200402,Political science,0,0.31949999928474426
10.5281/zenodo.15200402,Field (mathematics),2,0.2969000041484833
10.5281/zenodo.15200402,Economics,0,0.241799995303154
10.5281/zenodo.15200402,Missing data,2,0.2337999939918518
10.5281/zenodo.15200402,Period (music),2,0.23000000417232513
10.5281/zenodo.15200407,Humanities,1,0.45969998836517334
10.5281/zenodo.15200407,Political science,0,0.4302999973297119
10.5281/zenodo.15200407,Welfare economics,1,0.4007999897003174
10.5281/zenodo.15200407,Sociology,0,0.36640000343322754
10.5281/zenodo.15200407,Geography,0,0.3463999927043915
10.5281/zenodo.15200407,Consumption (sociology),2,0.3325999975204468
10.5281/zenodo.15200407,Social impact,3,0.28290000557899475
10.5281/zenodo.15200407,Social relationship,2,0.22210000455379486
10.5281/zenodo.15200407,Public policy,2,0.20309999585151672
10.5281/zenodo.15200407,Psychology,0,0.2004999965429306
10.5281/zenodo.15200423,Geography,0,0.5343999862670898
10.5281/zenodo.15200423,Humanities,1,0.4388999938964844
10.5281/zenodo.15200423,Higher education,2,0.3901999890804291
10.5281/zenodo.15200423,Distribution (mathematics),2,0.3743000030517578
10.5281/zenodo.15200423,Residence,2,0.32679998874664307
10.5281/zenodo.15200423,Statistical analysis,2,0.2870999872684479
10.5281/zenodo.15200423,Cartography,1,0.28630000352859497
10.5281/zenodo.15200423,Population,2,0.26899999380111694
10.5281/zenodo.15200423,Political science,0,0.2538999915122986
10.5281/zenodo.15200423,Research methodology,3,0.2498999983072281
10.5281/zenodo.15200431,Humanities,1,0.7343999743461609
10.5281/zenodo.15200431,Political science,0,0.42170000076293945
10.5281/zenodo.15200431,Philosophy,0,0.3855000138282776
10.5281/zenodo.15200431,Cartography,1,0.2549000084400177
10.5281/zenodo.15200431,Sociology,0,0.22709999978542328
10.5281/zenodo.15200431,Computer science,0,0.18369999527931213
10.5281/zenodo.15200431,Context (archaeology),2,0.1551000028848648
10.5281/zenodo.15200431,Local planning,2,0.14159999787807465
10.5281/zenodo.15200431,Art,0,0.13259999454021454
10.5281/zenodo.15200431,Welfare economics,1,0.11900000274181366
10.5281/zenodo.15200434,Geography,0,0.4259999990463257
10.5281/zenodo.15200434,Research methodology,3,0.3637999892234802
10.5281/zenodo.15200434,Humanities,1,0.35359999537467957
10.5281/zenodo.15200434,Demography,1,0.2994000017642975
10.5281/zenodo.15200434,Political science,0,0.27649998664855957
10.5281/zenodo.15200434,Population,2,0.2621000111103058
10.5281/zenodo.15200434,Census,3,0.26030001044273376
10.5281/zenodo.15200434,Persona,2,0.23989999294281006
10.5281/zenodo.15200434,Sexual difference,2,0.2370000034570694
10.5281/zenodo.15200434,Multivariate analysis,2,0.22609999775886536
10.5281/zenodo.15200479,Humanities,1,0.5680000185966492
10.5281/zenodo.15200479,Context (archaeology),2,0.5113000273704529
10.5281/zenodo.15200479,Political science,0,0.5090000033378601
10.5281/zenodo.15200479,Persona,2,0.44929999113082886
10.5281/zenodo.15200479,Philosophy,0,0.3003999888896942
10.5281/zenodo.15200479,Sociology,0,0.2687000036239624
10.5281/zenodo.15200479,Art,0,0.2207999974489212
10.5281/zenodo.15200479,Human rights,2,0.20810000598430634
10.5281/zenodo.15200479,Field (mathematics),2,0.19689999520778656
10.5281/zenodo.15200479,Linea,2,0.19429999589920044
10.5281/zenodo.15200489,Humanities,1,0.5205000042915344
10.5281/zenodo.15200489,Political science,0,0.34470000863075256
10.5281/zenodo.15200489,Philosophy,0,0.27619999647140503
10.5281/zenodo.15200489,Context (archaeology),2,0.24379999935626984
10.5281/zenodo.15200489,Art,0,0.2231999933719635
10.5281/zenodo.15200489,Work (physics),2,0.17839999496936798
10.5281/zenodo.15200489,Sociology,0,0.17299999296665192
10.5281/zenodo.15200489,Cartography,1,0.12780000269412994
10.5281/zenodo.15200489,Engineering,0,0.12449999898672104
10.5281/zenodo.15200489,Geography,0,0.11720000207424164
10.5281/zenodo.15200497,Humanities,1,0.5425000190734863
10.5281/zenodo.15200497,Political science,0,0.43209999799728394
10.5281/zenodo.15200497,Geography,0,0.37139999866485596
10.5281/zenodo.15200497,Welfare economics,1,0.29649999737739563
10.5281/zenodo.15200497,Context (archaeology),2,0.2750999927520752
10.5281/zenodo.15200497,Sociology,0,0.21310000121593475
10.5281/zenodo.15200497,Breast feeding,2,0.1988999992609024
10.5281/zenodo.15200497,Cartography,1,0.18310000002384186
10.5281/zenodo.15200497,Healthcare system,3,0.1550000011920929
10.5281/zenodo.15200497,Maternal health,4,0.14810000360012054
10.5281/zenodo.15200501,Political science,0,0.4936000108718872
10.5281/zenodo.15200501,Humanities,1,0.45260000228881836
10.5281/zenodo.15200501,Philosophy,0,0.23409999907016754
10.5281/zenodo.15200501,Geography,0,0.2222999930381775
10.5281/zenodo.15200501,Context (archaeology),2,0.21170000731945038
10.5281/zenodo.15200501,Work (physics),2,0.18199999630451202
10.5281/zenodo.15200501,Medicine,0,0.14990000426769257
10.5281/zenodo.15200501,Order (exchange),2,0.1451999992132187
10.5281/zenodo.15200501,Human rights,2,0.1444000005722046
10.5281/zenodo.15200501,Balance (ability),2,0.13590000569820404
10.5281/zenodo.15200509,Humanities,1,0.7005000114440918
10.5281/zenodo.15200509,Political science,0,0.38670000433921814
10.5281/zenodo.15200509,Philosophy,0,0.31540000438690186
10.5281/zenodo.15200509,Geography,0,0.2567000091075897
10.5281/zenodo.15200509,Cartography,1,0.22920000553131104
10.5281/zenodo.15200509,Sociology,0,0.20160000026226044
10.5281/zenodo.15200509,Order (exchange),2,0.1696999967098236
10.5281/zenodo.15200509,Psychology,0,0.1598999947309494
10.5281/zenodo.15200509,Work (physics),2,0.15569999814033508
10.5281/zenodo.15200509,Minimum cut,2,0.15240000188350677
10.5281/zenodo.15200518,Humanities,1,0.6085000038146973
10.5281/zenodo.15200518,Political science,0,0.4871000051498413
10.5281/zenodo.15200518,Sociology,0,0.2840999960899353
10.5281/zenodo.15200518,Persona,2,0.25209999084472656
10.5281/zenodo.15200518,Philosophy,0,0.24809999763965607
10.5281/zenodo.15200518,Border Security,2,0.1914999932050705
10.5281/zenodo.15200518,Geography,0,0.16220000386238098
10.5281/zenodo.15200518,Legal norm,2,0.15629999339580536
10.5281/zenodo.15200518,Computer science,0,0.1525000035762787
10.5281/zenodo.15200518,Engineering,0,0.14659999310970306
10.5281/zenodo.15200522,Political science,0,0.4138000011444092
10.5281/zenodo.15200522,Humanities,1,0.3695000112056732
10.5281/zenodo.15200522,Geography,0,0.23229999840259552
10.5281/zenodo.15200522,Sociology,0,0.21879999339580536
10.5281/zenodo.15200522,Psychology,0,0.2134999930858612
10.5281/zenodo.15200522,Welfare economics,1,0.20430000126361847
10.5281/zenodo.15200522,Art,0,0.1932000070810318
10.5281/zenodo.15200522,Work (physics),2,0.18449999392032623
10.5281/zenodo.15200522,Cartography,1,0.1671999990940094
10.5281/zenodo.15200522,Gerontology,1,0.15620000660419464
10.5281/zenodo.15200527,Medicine,0,0.5472000241279602
10.5281/zenodo.15200527,Humanities,1,0.4819999933242798
10.5281/zenodo.15200527,Context (archaeology),2,0.28139999508857727
10.5281/zenodo.15200527,Continuing education,2,0.24469999969005585
10.5281/zenodo.15200527,Work (physics),2,0.22689999639987946
10.5281/zenodo.15200527,Nursing,1,0.22120000422000885
10.5281/zenodo.15200527,Initial training,2,0.2087000012397766
10.5281/zenodo.15200527,Health care,2,0.1996999979019165
10.5281/zenodo.15200527,Physical activity,2,0.1987999975681305
10.5281/zenodo.15200527,Philosophy,0,0.1932000070810318
10.5281/zenodo.15200531,Medicine,0,0.8299000263214111
10.5281/zenodo.15200531,Gynecology,1,0.4269999861717224
10.5281/zenodo.15200531,Humanities,1,0.22579999268054962
10.5281/zenodo.15200531,Clinical Practice,2,0.1867000013589859
10.5281/zenodo.15200531,Surgery,1,0.1770000010728836
10.5281/zenodo.15200531,MEDLINE,2,0.16869999468326569
10.5281/zenodo.15200531,Patient data,2,0.14470000565052032
10.5281/zenodo.15200531,Patient-centered care,3,0.13379999995231628
10.5281/zenodo.15200531,General surgery,1,0.13079999387264252
10.5281/zenodo.15200531,Therapeutic endoscopy,3,0.1282999962568283
10.5281/zenodo.15200535,Medicine,0,0.7763000130653381
10.5281/zenodo.15200535,Humanities,1,0.5976999998092651
10.5281/zenodo.15200535,Gynecology,1,0.2892000079154968
10.5281/zenodo.15200535,Clinical Practice,2,0.22439999878406525
10.5281/zenodo.15200535,Public health,2,0.21220000088214874
10.5281/zenodo.15200535,Term (time),2,0.19740000367164612
10.5281/zenodo.15200535,Domain (mathematical analysis),2,0.1956000030040741
10.5281/zenodo.15200535,Welfare economics,1,0.17960000038146973
10.5281/zenodo.15200535,MEDLINE,2,0.17720000445842743
10.5281/zenodo.15200535,Value (mathematics),2,0.17270000278949738
10.5281/zenodo.15200537,Medicine,0,0.4187999963760376
10.5281/zenodo.15200537,Humanities,1,0.4036000072956085
10.5281/zenodo.15200537,Philosophy,0,0.35440000891685486
10.5281/zenodo.15200537,Context (archaeology),2,0.32589998841285706
10.5281/zenodo.15200537,Computer science,0,0.30140000581741333
10.5281/zenodo.15200537,Limiting,2,0.23479999601840973
10.5281/zenodo.15200537,Quality (philosophy),2,0.2329999953508377
10.5281/zenodo.15200537,Perspective (graphical),2,0.20679999887943268
10.5281/zenodo.15200537,State (computer science),2,0.16110000014305115
10.5281/zenodo.15200537,Action (physics),2,0.156700000166893
10.5281/zenodo.15200542,Humanities,1,0.5799999833106995
10.5281/zenodo.15200542,Political science,0,0.4277999997138977
10.5281/zenodo.15200542,Philosophy,0,0.40130001306533813
10.5281/zenodo.15200542,Derecho,2,0.3359000086784363
10.5281/zenodo.15200542,Context (archaeology),2,0.33489999175071716
10.5281/zenodo.15200542,Sexual violence,2,0.29739999771118164
10.5281/zenodo.15200542,Politics,2,0.2621999979019165
10.5281/zenodo.15200542,Human rights,2,0.2524999976158142
10.5281/zenodo.15200542,Social impact,3,0.23899999260902405
10.5281/zenodo.15200542,Sociology,0,0.23549999296665192
10.5281/zenodo.15200548,Medicine,0,0.7696999907493591
10.5281/zenodo.15200548,Humanities,1,0.5023999810218811
10.5281/zenodo.15200548,Gynecology,1,0.35989999771118164
10.5281/zenodo.15200548,Rhytidoplasty,2,0.2442999929189682
10.5281/zenodo.15200548,Surgery,1,0.21809999644756317
10.5281/zenodo.15200548,Oral cavity,2,0.17430000007152557
10.5281/zenodo.15200548,Continuous glucose monitoring,4,0.1607999950647354
10.5281/zenodo.15200548,Orthodontics,1,0.15850000083446503
10.5281/zenodo.15200548,Three dimensional printing,3,0.15199999511241913
10.5281/zenodo.15200548,MEDLINE,2,0.14470000565052032
10.5281/zenodo.15200552,Medicine,0,0.6021000146865845
10.5281/zenodo.15200552,Humanities,1,0.3357999920845032
10.5281/zenodo.15200552,Elderly people,2,0.32600000500679016
10.5281/zenodo.15200552,Gerontology,1,0.2443999946117401
10.5281/zenodo.15200552,Palliative care,2,0.1476999968290329
10.5281/zenodo.15200552,Nursing homes,2,0.14090000092983246
10.5281/zenodo.15200552,Elderly care,2,0.14059999585151672
10.5281/zenodo.15200552,Population ageing,3,0.13339999318122864
10.5281/zenodo.15200552,Quality of life (healthcare),2,0.1315000057220459
